parcel_id,latitude,longitude
"0062H00099000000","40.4012469314","-80.0167569284"
"0176J00104000000","40.437999665","-79.8965776308"
"0046L00131000000","40.466521145","-80.0071050297"
"0008K00022000000","40.4460312776","-80.0093046886"
"0174L00310000000","40.4569938998","-79.8891118663"
"0048H00090000000","40.468407251","-79.9684219168"
"0023M00012000000","40.4570531973","-80.0036108523"
"0096A00280000000","40.3931547819","-80.0129282798"
"0061H00111000000","40.4002246269","-80.0021834775"
"0049L00194000000","40.4667921016","-79.9553424805"
"0080N00115000000","40.4730665225","-79.9629091703"
"0051P00123000000","40.4531609582","-79.9445529375"
"0040G00046000000","40.4385867406","-80.0565935718"
"0028B00310000000","40.4424544322","-79.9598453087"
"0081C00218000000","40.4803086691","-79.9376773575"
"0008C00236000500","40.4517047116","-80.0040325032"
"0036B00061000000","40.4127756302","-80.041715858"
"0023P00060000000","40.4538515559","-80.0079402845"
"0036C00054000000","40.4123593559","-80.0401539295"
"0232D00052000000","40.4512608991","-79.8695641666"
"0059P00132000000","40.3944726182","-79.9781540344"
"0019D00025000000","40.4426224736","-80.0361861227"
"0080H00157000000","40.4791083828","-79.9510293427"
"0024H00168000000","40.4582865627","-79.9854142579"
"0002F00250000000","40.439597754","-79.9948425608"
"0010S00075000000","40.4445641169","-79.9691318132"
"0096P00250000000","40.3855603705","-80.0089147795"
"0015K00212000000","40.4173701198","-80.008073638"
"0050F00069000000","40.4678473783","-79.945251987"
"0035P00183000000","40.4059145832","-80.0259370936"
"0081B00117000000","40.4811821367","-79.9435734872"
"0075F00007000000","40.4792076398","-80.0412167193"
"0041K00162000000","40.4462118839","-80.0589978698"
"0063F00090000A00","40.3998346817","-80.043250561"
"0124A00035000000","40.4700169362","-79.9149838385"
"0001D00013000000","40.4422567861","-80.0034251964"
"0121N00065000000","40.4820167237","-79.9296084964"
"0083E00137000000","40.4688598297","-79.9295389395"
"0051R00150000000","40.4546013544","-79.9393353302"
"0051A00295000000","40.4610940878","-79.9454963006"
"0085M00058000000","40.4468773153","-79.9196233241"
"0046N00201000000","40.4643098929","-80.0128127529"
"0124G00308000000","40.467384864","-79.9056753354"
"0051L00177000000","40.4574726961","-79.9374952111"
"0126E00352000000","40.448190622","-79.9138726523"
"0027B00061000000","40.4526363314","-79.961240864"
"0035L00107000000","40.4085845002","-80.0230031735"
"0080H00071000000","40.4790975369","-79.9521167114"
"0053B00100000000","40.4417684612","-79.94390358"
"0087R00071000000","40.4242984051","-79.9220909538"
"0053B00100000000","40.4417684612","-79.94390358"
"0086S00202000000","40.434455832","-79.91673097"
"0010C00100000000","40.4519383135","-79.9709693603"
"0001H00030000000","40.4399201571","-80.0035680945"
"0053B00100000000","40.4417684612","-79.94390358"
"0053B00100000000","40.4417684612","-79.94390358"
"0004P00036000000","40.4249268046","-80.0117775036"
"0175E00160000000","40.4487432754","-79.8987403929"
"0083P00241000000","40.4631183454","-79.9252426905"
"0029J00120000000","40.4276700429","-79.9648273521"
"0085H00081000000","40.4492262125","-79.9183017502"
"0028B00310000000","40.4424544322","-79.9598453087"
"0028R00104000000","40.4339752696","-79.9550111321"
"0086E00259000000","40.438403999","-79.9318475105"
"0001G00239000000","40.4391332671","-80.0062348098"
"0097D00146000000","40.3941216535","-80.0192862804"
"0053B00100000000","40.4417684612","-79.94390358"
"0027B00043000000","40.452288297","-79.9589972909"
"0025K00050000000","40.4559038309","-79.978328611"
"0001H00030000000","40.4399201571","-80.0035680945"
"0049S00154000000","40.4643831145","-79.9504481276"
"0056R00073000000","40.4056080404","-79.9400147996"
"0052J00264000000","40.4461949142","-79.9458769595"
"0082S00248000000","40.4728834068","-79.917293883"
"0008C00236000600","40.4511113929","-80.0051746606"
"0029J00120000000","40.4276700429","-79.9648273521"
"0125M00169000000","40.4566776355","-79.90079783"
"0009D00254000000","40.4506348221","-79.9878333698"
"0002J00020000000","40.4377570324","-79.9958684161"
"0052J00019000000","40.4473699454","-79.9486920438"
"0231R00253000000","40.454650633","-79.8710652022"
"0050J00038000000","40.4664002292","-79.9458386859"
"0026J00273000000","40.455434247","-79.9650071526"
"0002A00132000001","40.440934529","-79.9974757983"
"0051L00262000000","40.4573786627","-79.9401755564"
"0009N00185000000","40.4438738191","-79.9992328721"
"0084C00055000000","40.460015708","-79.9231934238"
"0063G00062000000","40.4012226302","-80.0401875038"
"0051R00150000000","40.4546013544","-79.9393353302"
"0081C00232000000","40.4802988811","-79.9389682347"
"0077N00116000000","40.473936069","-80.0130979198"
"0121G00085000000","40.4879144133","-79.9213359104"
"0001P00054000000","40.4334426258","-80.010978771"
"0003M00112000000","40.4277801237","-79.9838913071"
"0001H00030000000","40.4399201571","-80.0035680945"
"0082P00054000000","40.4739236501","-79.926747588"
"0051L00262000000","40.4573786627","-79.9401755564"
"0014B00226000000","40.4230489676","-79.9932291264"
"0051A00241000000","40.4614048375","-79.9463725557"
"0001D00032000000","40.4426897444","-80.0014518154"
"0008D00050000000","40.4521847532","-80.0028026941"
"0051A00241000000","40.4614048375","-79.9463725557"
"0027H00117070000","40.4497852108","-79.9520960046"
"0020R00200000000","40.4447773784","-80.038239029"
"0039G00307000000","40.4293916883","-80.0551807626"
"0015E00043000000","40.4210054729","-80.0136633945"
"0045H00206000000","40.4673793637","-80.018092716"
"0047M00213000000","40.4669100987","-79.9829418076"
"0082F00244000000","40.4773259752","-79.9247030093"
"0001H00030000000","40.4399201571","-80.0035680945"
"0050M00205000000","40.4672800236","-79.9340800746"
"0053B00050000000","40.4437333149","-79.9424354286"
"0008L00008000000","40.4469552209","-80.0056689847"
"0048P00215000000","40.4644094647","-79.9766227405"
"0044H00117000000","40.4692536819","-80.0338156147"
"0004J00262000000","40.4265012364","-80.0129349727"
"0082R00222000000","40.4737296932","-79.9228269802"
"0088B00243000000","40.4213627469","-79.9254233658"
"0008K00030000000","40.4462851009","-80.0079043955"
"0163E00200000000","40.4968634368","-80.0144843263"
"0002F00335000000","40.4382001983","-79.9920330632"
"0011J00300000000","40.4362577609","-79.9817515775"
"0049S00266000000","40.4629448993","-79.9496728785"
"0126K00089000000","40.4478049701","-79.9082446487"
"0049E00128000000","40.4685327573","-79.9639972173"
"0083N00125000000","40.4623681682","-79.9296214621"
"0053B00100000000","40.4417684612","-79.94390358"
"0114P00149000000","40.482414029","-80.0418195214"
"0133N00190000000","40.3764834028","-79.9128897707"
"0107R00001000000","40.4437330406","-80.0878136189"
"0171H00312000000","40.4875107637","-79.8851042117"
"0042L00094000000","40.4572228127","-80.055728096"
"0231S00128000000","40.453799137","-79.8688326292"
"0055J00114000000","40.4159064666","-79.9484456346"
"0009S00293000000","40.4437377411","-79.9854225314"
"0048E00342000000","40.4687432294","-79.9787203201"
"0016R00106000000","40.4156918437","-80.0224326976"
"0019E00005000000","40.438700709","-80.0492218587"
"0053B00100000000","40.4417684612","-79.94390358"
"0176E00231000000","40.4403124437","-79.8957735749"
"0056L00090000000","40.4069315489","-79.94075748"
"0022L00041000000","40.4570327047","-80.022043966"
"0024H00168000000","40.4582865627","-79.9854142579"
"0025A00056000000","40.4620531822","-79.9788570235"
"0026D00331000000","40.4607045298","-79.9494698334"
"0047B00180000000","40.4701426542","-79.9933780336"
"0008C00236000500","40.4517047116","-80.0040325032"
"0126K00095000000","40.4472645906","-79.9078339661"
"0049G00222000000","40.4672787218","-79.9534671605"
"0053H00003000000","40.4382161295","-79.9329310976"
"0044G00250000000","40.4676674232","-80.0391830421"
"0055E00062000000","40.4187777568","-79.9497324139"
"0039L00145000000","40.4272070513","-80.0573713779"
"0001G00239000000","40.4391332671","-80.0062348098"
"0025A00214000000","40.4608497922","-79.9801772045"
"0125C00131000000","40.4612277783","-79.9065687193"
"0049C00015000000","40.4697465204","-79.9565000893"
"0027G00040000000","40.4500938488","-79.9567825658"
"0025P00275000000","40.4548944551","-79.9757860593"
"0082R00052000000","40.4727527394","-79.923605299"
"0097D00281000000","40.3939250202","-80.0174835167"
"0127A00120000000","40.4423671384","-79.9128005395"
"0055J00110000000","40.4120314935","-79.9465888002"
"0050H00349000000","40.4688853028","-79.9367815121"
"0061S00133000000","40.3966043453","-79.999556028"
"0088B00076000000","40.4214568723","-79.9279875292"
"0086N00275000000","40.4334382175","-79.9307266375"
"0129D00040000000","40.4217704801","-79.9023788792"
"0002B00051000000","40.4413703466","-79.994859348"
"0007L00032000000","40.4471260635","-80.0220131787"
"0085J00207000000","40.4465908788","-79.9317170585"
"0049C00206000000","40.4712018933","-79.9562087574"
"0002G00066000000","40.4395909213","-79.9890695088"
"0045K00239000000","40.4664154555","-80.0251947514"
"0026N00017000000","40.4534039852","-79.9623979937"
"0059N00062000000","40.3962854864","-79.9810133427"
"0116A00194000000","40.4902025489","-80.0153844324"
"0049N00223000001","40.4635872082","-79.9641698571"
"0051A00241000000","40.4614048375","-79.9463725557"
"0007L00032000000","40.4471260635","-80.0220131787"
"0014P00031000000","40.4160173615","-79.9923393022"
"0082E00144000000","40.4775700604","-79.9317402725"
"0082L00236000000","40.4758276207","-79.9207468258"
"0001C00167000001","40.4423791118","-80.00539972"
"0040S00308000000","40.4336409999","-80.0508996551"
"0008K00035000000","40.4468565587","-80.0080661064"
"0063F00090000A00","40.3998346817","-80.043250561"
"0014J00154000000","40.4173633921","-79.9975290405"
"0029N00355000000","40.4260796898","-79.9643762338"
"0087M00080000000","40.4266047865","-79.9200558135"
"0004J00236000000","40.4262084909","-80.0128831025"
"0055K00391000000","40.417084863","-79.9413195896"
"0012N00266000000","40.4239769481","-79.9811190656"
"0004R00001000000","40.4256282758","-80.00780488"
"0012K00313000000","40.4263621575","-79.9752740237"
"0001G00239000000","40.4391332671","-80.0062348098"
"0081G00099000000","40.4774050461","-79.9371552845"
"0012F00186000000","40.4300975975","-79.9768158499"
"0001N00247000000","40.4333879544","-80.0130528961"
"0054S00218000000","40.4252233867","-79.9347013342"
"0046F00301000000","40.4687689293","-80.0078313018"
"0080P00314000000","40.4737974363","-79.9584066026"
"0023M00012000000","40.4570531973","-80.0036108523"
"0026S00057000000","40.4550951133","-79.9536541871"
"0083N00125000000","40.4623681682","-79.9296214621"
"0024L00036000000","40.4569789617","-79.9903580491"
"0001D00012000000","40.4418955326","-80.0034461455"
"0028B00310000000","40.4424544322","-79.9598453087"
"0086D00062000000","40.4429649734","-79.9195234457"
"0023M00012000000","40.4570531973","-80.0036108523"
"0009P00050000000","40.4442956449","-79.9945801311"
"0124F00300000000","40.4682059884","-79.9092392563"
"0002J00198000500","40.4369835005","-79.9993517153"
"0071L00316000000","40.4573344407","-80.0719678895"
"0049N00070000000","40.4646982581","-79.9625367104"
"0029J00140000000","40.4271731068","-79.966442558"
"0121K00041000000","40.4857983379","-79.9284493927"
"0053B00100000000","40.4417684612","-79.94390358"
"0052S00202000000","40.4437746068","-79.9355741391"
"0045D00062000000","40.4712927878","-80.0184530102"
"0025L00040000000","40.4572147107","-79.972990308"
"0051R00150000000","40.4546013544","-79.9393353302"
"0023M00012000000","40.4570531973","-80.0036108523"
"0029G00292000000","40.4296961561","-79.9537451843"
"0039M00130000000","40.4271334755","-80.0498767137"
"0008E00185000000","40.4501384828","-80.0138191834"
"0127A00176000000","40.4410832152","-79.9151071301"
"0051E00124000000","40.4576541993","-79.9493593377"
"0041A00168000000","40.4503411858","-80.0620658179"
"0075S00143000000","40.4729077456","-80.0359407002"
"0016L00147000000","40.4177983814","-80.0220604485"
"0125J00016000000","40.4571499652","-79.9164755976"
"0047S00233000000","40.4627840332","-79.983590833"
"0082L00236000000","40.4758276207","-79.9207468258"
"0014N00170000000","40.4158880369","-79.9969015334"
"0126L00061000000","40.4477698768","-79.90450508"
"0052D00273000000","40.452121049","-79.9351166965"
"0006C00032000000","40.4419412429","-80.0227755241"
"0055J00114000000","40.4159064666","-79.9484456346"
"0087M00133000000","40.4266939333","-79.9161792987"
"0027E00137000000","40.4495368462","-79.9641884743"
"0087K00050000000","40.4275065508","-79.9270622949"
"0021D00081000000","40.4610192176","-80.0349899834"
"0035S00270000000","40.4043471973","-80.0175684384"
"0008K00019000000","40.4457886059","-80.0106423909"
"0049B00002000000","40.4719384264","-79.9601989196"
"0231P00400000000","40.4531424688","-79.8747342247"
"0040R00257000000","40.4351336732","-80.056274534"
"0049K00223000000","40.467194477","-79.958484517"
"0016N00001000000","40.4155637686","-80.0314073031"
"0129G00132000000","40.4200665574","-79.9038793837"
"0023F00114000A00","40.4586586127","-80.0117971308"
"0002H00126000000","40.4390385844","-79.9846573885"
"0027L00188000000","40.4470616473","-79.9568916307"
"0002E00038000000","40.4402043035","-79.9977149213"
"0137A00026000000","40.3846224655","-79.9805493931"
"0171B00001000002","40.4902941233","-79.8896565204"
"0107R00041000000","40.4432092565","-80.0869698352"
"0041S00043000000","40.4439086231","-80.0534620681"
"0231K00232000000","40.4557636835","-79.8766642315"
"0056K00203000000","40.4075418306","-79.94211336"
"0053H00280000000","40.4399969938","-79.9359694916"
"0026F00104000000","40.4593649886","-79.960109064"
"0011E00324000000","40.4398191177","-79.9819997078"
"0121A00042000000","40.489294358","-79.9289721668"
"0084L00283000000","40.4561742185","-79.9242651553"
"0087L00049030500","40.4277689307","-79.9234301015"
"0053B00050000000","40.4437333149","-79.9424354286"
"0080P00204000000","40.4734326091","-79.9586813607"
"0080K00207000000","40.4766240818","-79.9578999585"
"0010G00083000000","40.4496424836","-79.9705618334"
"0014G00333000000","40.4204212187","-79.9874357866"
"0049F00103000000","40.4677932728","-79.9600624113"
"0086S00260000000","40.4356892413","-79.9174161991"
"0023S00280000000","40.4548865183","-80.0015010257"
"0051P00068000000","40.4544948694","-79.9450305935"
"0231S00128000000","40.453799137","-79.8688326292"
"0171E00150000000","40.489323592","-79.8959557388"
"0088R00165000000","40.4159388101","-79.9247619383"
"0025A00125000000","40.4614662461","-79.9802108024"
"0184S00014000000","40.3666641532","-79.9014904689"
"0050L00264000000","40.4655455161","-79.9395191727"
"0061A00291000000","40.4018624921","-80.0129405147"
"0014P00035000000","40.4159848955","-79.9926852984"
"0035A00192000000","40.4123959868","-80.0304062567"
"0009G00170000000","40.4486022823","-79.9903585214"
"0086S00026000000","40.4350008816","-79.9192951612"
"0002E00184000000","40.4399382103","-79.9970380752"
"0082B00015000000","40.4813007784","-79.9283994017"
"0176A00263000000","40.44191495","-79.8982784426"
"0012N00169000000","40.4246695424","-79.9825072946"
"0042E00196000000","40.4577963742","-80.0627608598"
"0050E00002000000","40.467507022","-79.9457562581"
"0001C00058000000","40.442773067","-80.0038598636"
"0125P00042000000","40.4550360985","-79.9096061293"
"0001G00239000000","40.4391332671","-80.0062348098"
"0049B00287000000","40.4704397556","-79.9590168681"
"0047G00330000000","40.4695929758","-79.9883918874"
"0010H00217003400","40.4500528491","-79.9676379983"
"0013K00030000000","40.418388262","-79.9759884291"
"0082K00050000000","40.4756881359","-79.928169933"
"0049F00191000000","40.4682279787","-79.9591471971"
"8000T00170000000","40.3954390999","-79.9985302629"
"0010H00335000000","40.4497676667","-79.9691663949"
"0022L00347000001","40.4553863569","-80.0204828749"
"0006S00162000000","40.4337188108","-80.0180002237"
"0008G00320000000","40.4498552242","-80.0053668924"
"0126N00310000000","40.4454340647","-79.9141257382"
"0084C00055000000","40.460015708","-79.9231934238"
"0070E00375000000","40.4498763913","-80.0809420052"
"0123J00083000000","40.4761352584","-79.9151385417"
"0023H00311000000","40.4590640572","-80.001494554"
"0086B00131000000","40.4414103541","-79.9259623555"
"0050R00147000000","40.4627201915","-79.9392255521"
"0049L00209000A00","40.4663367438","-79.9552920428"
"0048H00010000000","40.4683022506","-79.9664175687"
"0025N00076000000","40.4539430799","-79.9810839492"
"0002E00184000000","40.4399382103","-79.9970380752"
"0080C00121000000","40.4804525085","-79.9547900159"
"0051A00241000000","40.4614048375","-79.9463725557"
"0036B00051000000","40.4133734957","-80.0422080715"
"0051E00050000000","40.459600632","-79.9490194627"
"0024E00259000000","40.4592793646","-79.9956972422"
"0028B00310000000","40.4424544322","-79.9598453087"
"0050R00311000000","40.4645219641","-79.9410322167"
"0015M00208000000","40.4171663574","-80.0031906656"
"0002F00335000000","40.4382001983","-79.9920330632"
"0004A00016000000","40.4328490987","-80.0160512929"
"0027M00104000000","40.4461568761","-79.9510470717"
"0120S00132000000","40.4838865831","-79.9349059166"
"0024J00267000000","40.4574680697","-79.9961638373"
"0008C00236000300","40.4511081985","-80.0036660227"
"0028K00150000000","40.4367623558","-79.9602108519"
"0046P00011000000","40.4643134931","-80.0115881584"
"0056K00279000000","40.4085658632","-79.9423092458"
"0055A00173000000","40.4229915161","-79.947425309"
"0051R00150000000","40.4546013544","-79.9393353302"
"0052H00130030800","40.4489435233","-79.9333927617"
"0231S00130000000","40.4545641076","-79.8684688395"
"0036B00083000000","40.4121789228","-80.0427143761"
"0049B00002000000","40.4719384264","-79.9601989196"
"0077N00119000000","40.4739268082","-80.0133565365"
"0128E00086000000","40.4292601938","-79.9143708338"
"0049S00194000000","40.4636222164","-79.9509972356"
"0024C00109000000","40.4621799283","-79.9882119277"
"0040F00079000000","40.4393267451","-80.0587078357"
"0022F00119000000","40.4581894633","-80.0280742571"
"0083D00210000000","40.4705521763","-79.9178468001"
"0083P00241000000","40.4631183454","-79.9252426905"
"0023R00157000000","40.4530455984","-80.0052965539"
"0053B00100000000","40.4417684612","-79.94390358"
"0088F00012000000","40.4193295658","-79.9280145371"
"0004P00222000000","40.4245408488","-80.0092640953"
"0125B00148000000","40.4620145386","-79.9110868718"
"0095H00311000000","40.391036686","-79.9840419734"
"0026D00048000000","40.4611414024","-79.9529335949"
"0076F00051000000","40.4781714094","-80.0276876926"
"0082S00104000000","40.4722359472","-79.919231797"
"0082G00255000000","40.4772450097","-79.9220297384"
"0124E00205000000","40.4677375413","-79.915444429"
"0116A00065000000","40.4908620228","-80.0129471043"
"0052S00318000000","40.4438637149","-79.9329493366"
"0002B00051000000","40.4413703466","-79.994859348"
"0027B00078000000","40.4522276892","-79.9600309754"
"0012K00228000000","40.4269100367","-79.9768955659"
"0084G00258000000","40.4587972853","-79.9211060768"
"0086L00057000000","40.4377626426","-79.9203991776"
"0050L00116000000","40.4663165524","-79.937858365"
"0114L00062000000","40.4862109571","-80.0407825856"
"0012L00323000000","40.42656032","-79.9714755278"
"0013C00134000000","40.4223785534","-79.9722962081"
"0002A00183000000","40.4424912314","-79.9966981743"
"0137E00090000000","40.3815200054","-79.981385781"
"0231R00253000000","40.454650633","-79.8710652022"
"0096B00114000000","40.3932734811","-80.0105031235"
"0096S00135000000","40.3869326724","-80.0017798341"
"0124R00076000000","40.4641612762","-79.9076480057"
"0063B00012000000","40.4023884445","-80.0412522397"
"0022P00305000000","40.4532218766","-80.0245512155"
"0001C00167000001","40.4423791118","-80.00539972"
"0097A00063000000","40.3931047526","-80.0287398231"
"0001C00167000000","40.4408226171","-80.0047064017"
"0054J00148000000","40.4272217644","-79.9492322724"
"0080G00270000000","40.4779407308","-79.9539916806"
"0083J00065000000","40.4660254305","-79.9317812545"
"0056K00246000000","40.4080105314","-79.9432366952"
"0023G00087000000","40.4585871778","-80.0064443435"
"0126E00230000000","40.4495221807","-79.9135742675"
"0050M00055000A00","40.4667473838","-79.9368139242"
"0001D00190000000","40.4417805111","-80.0007196577"
"0075G00176000000","40.4772188352","-80.0391321644"
"0009N00175000000","40.4438754138","-79.9986355018"
"0012F00270000000","40.430030466","-79.9754054888"
"0173R00103000000","40.464005488","-79.8897680117"
"0014L00118000000","40.4175435904","-79.9904843194"
"0084C00051000000","40.4606134279","-79.9234762771"
"0063A00008000000","40.4039988063","-80.0466059481"
"0003P00281000000","40.4236005848","-79.9945071017"
"0023H00313000000","40.4591223914","-80.0013574182"
"0083G00266000000","40.4691239002","-79.9209033374"
"0086M00264000000","40.4364970869","-79.9189391176"
"0006M00314000000","40.4368961327","-80.0178080469"
"0087S00160000000","40.4245621821","-79.9194347201"
"0023L00213000000","40.4573668331","-80.005199882"
"0046G00207000000","40.4683273611","-80.0049144697"
"0004K00324000000","40.4260527875","-80.0086239562"
"0009N00175000000","40.4438754138","-79.9986355018"
"0088G00057000000","40.4197152321","-79.9235351148"
"0023K00142000000","40.4561249028","-80.0108218982"
"0094F00207000000","40.3900756914","-79.9759193159"
"0084N00325000000","40.4545527674","-79.9290519784"
"0171E00150000000","40.489323592","-79.8959557388"
"0009G00170000000","40.4486022823","-79.9903585214"
"0085S00056000000","40.4454302968","-79.9191995086"
"0049P00316000000","40.4631278726","-79.9593777872"
"0023F00254000000","40.4583805723","-80.0116692491"
"0008J00030000000","40.4461591835","-80.0159089105"
"0027S00150000003","40.4413602585","-79.9512931072"
"0012K00014000000","40.4283252682","-79.9775133232"
"0028K00250000000","40.4370908505","-79.9619519007"
"0081H00180000000","40.4778113123","-79.9354370081"
"0084J00008000000","40.4572613016","-79.9325721309"
"0084J00008000000","40.4572613016","-79.9325721309"
"0023M00012000000","40.4570531973","-80.0036108523"
"0087F00325000000","40.4285853492","-79.925038646"
"0174P00090000000","40.4534751244","-79.8933313814"
"0134D00034000000","40.3829662506","-79.9202336414"
"0029B00302000000","40.4310612357","-79.9617216464"
"0125H00346000000","40.4576563546","-79.9032491324"
"0045A00141000000","40.4710235174","-80.0313945286"
"0018G00116000000","40.4296125986","-80.0385875022"
"0008C00236000500","40.4517047116","-80.0040325032"
"0048E00218000000","40.4675594914","-79.9807416701"
"0080D00071000000","40.4817947437","-79.9518196159"
"0023K00067000000","40.4567618069","-80.0117899185"
"0087E00009000000","40.4308166707","-79.9322383923"
"0011H00424000000","40.4391144437","-79.9667617022"
"0048F00102000000","40.4681509702","-79.9782371862"
"0096B00038000000","40.3943271532","-80.008752901"
"0055J00114000000","40.4159064666","-79.9484456346"
"0020E00099000000","40.4489932664","-80.0493776859"
"0125B00278000000","40.4612328319","-79.9083520616"
"0040M00029000000","40.436187653","-80.0525195577"
"0008L00008000000","40.4469552209","-80.0056689847"
"0028K00150000000","40.4367623558","-79.9602108519"
"0011E00324000000","40.4398191177","-79.9819997078"
"0015M00036000000","40.418505641","-80.0017336198"
"0231S00130000000","40.4545641076","-79.8684688395"
"0051A00241000000","40.4614048375","-79.9463725557"
"0082H00135000000","40.4770816289","-79.9192084493"
"0001M00107000000","40.4377906383","-80.001221212"
"0083R00165000000","40.4641292641","-79.9214140656"
"0050H00071000000","40.4676491677","-79.9333235965"
"0076B00164000000","40.4805449811","-80.0270215067"
"0028S00040000000","40.4353330983","-79.9526826326"
"0041G00194000100","40.4494322571","-80.0551907172"
"0014P00164000000","40.4148453018","-79.9928810979"
"0052B00129000000","40.4521587964","-79.9412341074"
"0126G00063000000","40.448686223","-79.9069400559"
"0049L00293000000","40.4660430443","-79.9544225826"
"0097C00188000000","40.3928299545","-80.0208446074"
"0048N00062000000","40.4641023529","-79.9817962263"
"0026N00106000000","40.4549251965","-79.9624635471"
"0080H00194000000","40.4776720913","-79.9512729329"
"0009G00080000000","40.4496848497","-79.9872587236"
"0002H00014000000","40.4383608023","-79.9859485498"
"0023E00270000000","40.4578718673","-80.0140514587"
"0075P00120000000","40.4731656141","-80.0433538657"
"0055A00011000000","40.4221875717","-79.9453792149"
"0025G00039000000","40.4588292868","-79.9740815055"
"0006M00176000000","40.4371106074","-80.0184189752"
"0134S00090000000","40.3756354861","-79.9162454387"
"0022L00193000000","40.456485795","-80.0207608551"
"0024P00268000000","40.4533082956","-79.9915511953"
"0087B00060000000","40.4311313629","-79.9278021685"
"0176A00265000000","40.4419071318","-79.8979567404"
"0009G00170000000","40.4486022823","-79.9903585214"
"0024F00144000000","40.4590433868","-79.9942477179"
"0070D00208000000","40.4506689112","-80.0670393219"
"0008K00022000000","40.4460312776","-80.0093046886"
"0083P00241000000","40.4631183454","-79.9252426905"
"0052E00011040800","40.4479180418","-79.9489866951"
"0174A00313000000","40.4608724682","-79.8994028831"
"0097H00183000000","40.3905957796","-80.0184563147"
"0051R00095000000","40.4530660935","-79.9372326218"
"0052N00257000000","40.4446808469","-79.9485233329"
"0002J00104000000","40.438133723","-79.9988191547"
"0087P00243000000","40.4246369608","-79.9246619866"
"0029J00140000000","40.4271731068","-79.966442558"
"0028G00110000100","40.4402723154","-79.9574437159"
"0025A00060000000","40.4619651277","-79.9787006581"
"0054S00178000000","40.4247879","-79.9341007086"
"0025N00199000000","40.4542209117","-79.9799086114"
"0007B00336000000","40.4523103423","-80.0266842477"
"0045E00070000000","40.4688961773","-80.0322518515"
"0086N00056000000","40.4357087137","-79.9301017433"
"0002F00292000000","40.4387834805","-79.9933499875"
"0008J00011000000","40.447583445","-80.0125329969"
"0002J00104000000","40.438133723","-79.9988191547"
"0009G00170000000","40.4486022823","-79.9903585214"
"0052K00084010600","40.4471687125","-79.9420072075"
"0084B00224000000","40.4608900226","-79.9265479151"
"0008C00236000100","40.4506180555","-80.0055851481"
"0086N00010000000","40.4349397217","-79.9326800985"
"0009H00034000000","40.4490217592","-79.9867203581"
"0114C00022000000","40.490066101","-80.0378741795"
"0131N00042000000","40.3967017909","-79.91433997"
"0125N00069000000","40.4530834006","-79.9134020639"
"0029J00140000000","40.4271731068","-79.966442558"
"0083F00182000A00","40.469610132","-79.926102372"
"0083N00125000000","40.4623681682","-79.9296214621"
"0027H00047090300","40.4492482009","-79.9527234403"
"0174L00269000000","40.4563575977","-79.8883784094"
"0008A00127000000","40.4509934481","-80.0151090214"
"0002E0005300CU00","40.4396403468","-79.9983361881"
"0008K00018000000","40.4456889412","-80.0111939187"
"0052F00144000000","40.4493806522","-79.9432349918"
"0084J00008000000","40.4572613016","-79.9325721309"
"0121K00345000000","40.4858988132","-79.9246799115"
"0001D00268000000","40.4407843273","-80.001560198"
"0083P00241000000","40.4631183454","-79.9252426905"
"0085K00003000000","40.446468427","-79.9285692143"
"0049P00400000000","40.4644846775","-79.9585507867"
"0025N00221000000","40.4549763163","-79.9788120911"
"0001H00030000000","40.4399201571","-80.0035680945"
"0084B00200000000","40.4616242251","-79.9267939223"
"0004G00007000000","40.4284822346","-80.0072621635"
"0120R00183000000","40.4840648548","-79.9385027579"
"0096D00011000000","40.3921301269","-80.0028687543"
"0033R00268000000","40.405251076","-79.9889719775"
"0014R00216000000","40.4141765804","-79.9899116626"
"0061A00179000000","40.4029249807","-80.0142918362"
"0027L00081000100","40.4459836085","-79.9544823737"
"0063F00090000A00","40.3998346817","-80.043250561"
"0084F00233000000","40.4585300249","-79.9254395684"
"0029J00120000000","40.4276700429","-79.9648273521"
"0023M00012000000","40.4570531973","-80.0036108523"
"0091R00036000000","40.3868107323","-79.9216637282"
"0027H00047120200","40.4490805009","-79.9525990928"
"0002C00450000100","40.4415602968","-79.9914618561"
"0023L00083000000","40.4556645012","-80.0071609396"
"0011E00324000000","40.4398191177","-79.9819997078"
"0084M00216000000","40.4568753451","-79.9171324253"
"0052D00396000000","40.4525108102","-79.9329130889"
"0011J00283000000","40.4362259756","-79.9806873214"
"0063A00300000000","40.4019099383","-80.0482567055"
"0026D00288000000","40.4604930992","-79.9509465821"
"0080H00071000000","40.4790975369","-79.9521167114"
"0231S00130000000","40.4545641076","-79.8684688395"
"0049P00385000000","40.4625329419","-79.9605859591"
"0007L00032000000","40.4471260635","-80.0220131787"
"0049R00149000000","40.4640000843","-79.9561350495"
"0022M00059000000","40.4567010134","-80.0174514804"
"0174S00030000000","40.4534594379","-79.8866680542"
"0095F00168000000","40.3905987618","-79.9932662097"
"0082M00020000000","40.4765850139","-79.9179707633"
"0001D00221000000","40.441986168","-80.000131615"
"0231S00130000000","40.4545641076","-79.8684688395"
"0053D00207000000","40.441497261","-79.9359894569"
"0177A00127000000","40.4324617436","-79.8972631587"
"0029J00120000000","40.4276700429","-79.9648273521"
"0028E00019000000","40.4386625166","-79.962266529"
"0023H00369000000","40.4592530789","-80.0028394063"
