parcel_id,latitude,longitude
"0062S00079000000","40.394906826","-80.0180566641"
"0050H00119000000","40.4687834697","-79.9334792093"
"0052N00257000000","40.4446808469","-79.9485233329"
"0086E00071000000","40.44052364","-79.9297136649"
"0009G00160000000","40.4493658629","-79.9892654826"
"0022R00199000000","40.453676281","-80.0214065371"
"0077N00091000000","40.4743368889","-80.0125400207"
"0080K00090000000","40.4767268012","-79.9603895986"
"0085D00028000000","40.450595268","-79.9184573087"
"0085M00058000000","40.4468773153","-79.9196233241"
"0033C00096000000","40.413615527","-79.9894030561"
"0002G00066000000","40.4395909213","-79.9890695088"
"0012N00004000000","40.425676431","-79.9826703461"
"0002B00020000000","40.4429882281","-79.9949724325"
"0049P00209000000","40.4639166464","-79.9586559632"
"0083G00072000000","40.4686354354","-79.9232309376"
"0049L00305000000","40.4656559931","-79.9539529342"
"0025D00155000200","40.4602658283","-79.9703791406"
"0083F00321000000","40.4678695252","-79.924943418"
"0125R00076000000","40.4542991126","-79.9076928768"
"0171B00001000002","40.4902941233","-79.8896565204"
"0002E0005300CU00","40.4396403468","-79.9983361881"
"0008L00008000000","40.4469552209","-80.0056689847"
"0025P00275000000","40.4548944551","-79.9757860593"
"0017R00092000000","40.4153981785","-80.0381437506"
"0036N00267000000","40.4061530732","-80.0477092237"
"0174S00186000000","40.4548268546","-79.8849213124"
"0061F00209000000","40.4006818806","-80.0111013798"
"0012G00022000000","40.4285739689","-79.9725508482"
"0121L00077000000","40.4861357257","-79.9243906672"
"0003H00360000000","40.4304592671","-79.9856518784"
"0077B00139000000","40.4800439038","-80.0101346956"
"0008H00240000000","40.4480773105","-80.0023964576"
"0088L00031000000","40.4186664909","-79.9231449604"
"0087S00046000000","40.4256988642","-79.9172043262"
"0084R00200000000","40.4540439313","-79.9223060101"
"0052A00290000000","40.4504274037","-79.9477915774"
"0094F00101000000","40.390784616","-79.9774850528"
"0125M00169000000","40.4566776355","-79.90079783"
"0125N00042000000","40.453174587","-79.9124694866"
"0123N00118000000","40.4739223583","-79.9143522013"
"0126N00010000000","40.4434847578","-79.9159526529"
"0004A00126000000","40.4321416535","-80.0133767958"
"0050E00116000000","40.4675648716","-79.9461552187"
"0027L00081000200","40.4463875108","-79.954888227"
"0023K00304000000","40.4570702815","-80.0095632579"
"0049G00265000000","40.4685375064","-79.9549831971"
"0049S00266000000","40.4629448993","-79.9496728785"
"0024K00320000000","40.4569799112","-79.9937703615"
"0001D00221000000","40.441986168","-80.000131615"
"0019S00020000000","40.4333873474","-80.0351282001"
"0010H00072000000","40.4489089903","-79.9692316978"
"0087E00101000000","40.4304143835","-79.9314441272"
"0049J00104000000","40.4662159021","-79.9650647927"
"0013M00096000000","40.4179191066","-79.9678282027"
"0071K00018000000","40.4573090925","-80.0770302709"
"0006G00016000000","40.4404321481","-80.0237508775"
"0025J00049000000","40.4561914637","-79.9812618033"
"0054S00020000000","40.4237993656","-79.9352885225"
"0083M00187000000","40.4651236861","-79.9165749057"
"0008F00118000000","40.4489952397","-80.0086545648"
"0171B00001000002","40.4902941233","-79.8896565204"
"0001D00012000000","40.4418955326","-80.0034461455"
"0024J00421000A00","40.4558257686","-79.9954748594"
"0114N00020000000","40.4841045012","-80.0480625109"
"0175G00170000000","40.4488590282","-79.8878680305"
"0175C00137000000","40.4504757679","-79.8899298315"
"0125G00167000000","40.4583991317","-79.904396409"
"0029J00140000000","40.4271731068","-79.966442558"
"0051S00265000000","40.4534774565","-79.9336144281"
"0028C00166000000","40.4411473206","-79.9571541662"
"0080C00121000000","40.4804525085","-79.9547900159"
"0051E00323000000","40.4590929852","-79.9455502893"
"0060S00060000000","40.3967319969","-79.98539407"
"0097A00009000000","40.394123847","-80.0290965722"
"0011E00324000000","40.4398191177","-79.9819997078"
"0009D00315000000","40.4504028603","-79.9883995488"
"0120N00120000000","40.4833627562","-79.9481728234"
"0029J00020000000","40.4276833804","-79.9627498554"
"0056E00008000000","40.41203037","-79.9481611737"
"0080K00154000000","40.4750681027","-79.959838443"
"0049G00222000000","40.4672787218","-79.9534671605"
"0006M00013000000","40.4377936482","-80.0178026923"
"0035C00251000000","40.4121894027","-80.0207959185"
"0087A00086000000","40.4327274072","-79.9312615973"
"0127A00157000000","40.4414218241","-79.9153102638"
"0120R00066000000","40.4823509723","-79.9394772104"
"0050M00186000000","40.4665592327","-79.9350314977"
"0080D00282000A00","40.4799271654","-79.9519859251"
"0086M00319000000","40.4357922754","-79.9177767766"
"0083G00229000000","40.468821821","-79.9218552215"
"0007L00032000000","40.4471260635","-80.0220131787"
"0008H00211000000","40.4481040662","-80.0031332634"
"0047S00096000000","40.464366935","-79.9850903287"
"0011A00171000000","40.4420618719","-79.9806872961"
"0075L00185000000","40.4764973315","-80.039705551"
"0003J00101000000","40.4267534015","-79.9983329352"
"0124G00078000000","40.4690412135","-79.9049230387"
"0001G00239000000","40.4391332671","-80.0062348098"
"0030E00257000000","40.4203482747","-79.9630243878"
"0021A00009000000","40.4604062211","-80.0489297776"
"0028K00250000000","40.4370908505","-79.9619519007"
"0002E00038000000","40.4402043035","-79.9977149213"
"0045K00051000000","40.4660884787","-80.0286307149"
"0028B00310000000","40.4424544322","-79.9598453087"
"0127A00102000000","40.4420934248","-79.9146446103"
"0080H00068000000","40.4792717254","-79.9520804397"
"0015K00133000000","40.4177047204","-80.0094254668"
"0051A00241000000","40.4614048375","-79.9463725557"
"0022E00146000000","40.4581235269","-80.0313635944"
"0052C00251000000","40.4519442792","-79.9385015112"
"0023G00164000000","40.4585194965","-80.0051904717"
"0068H00044000000","40.4287234714","-80.0666682495"
"0055L00180000000","40.4175614621","-79.9402233545"
"0055L00316000000","40.4180438065","-79.9402111298"
"0022R00075000000","40.4547087826","-80.02139275"
"0125R00075000000","40.4543319543","-79.9077768969"
"0041D00065000000","40.4511337078","-80.0525978409"
"0083P00241000000","40.4631183454","-79.9252426905"
"0056R00292000000","40.4064455963","-79.938888129"
"0051A00241000000","40.4614048375","-79.9463725557"
"0075K00060000000","40.4748309616","-80.0430510996"
"0047F00073000000","40.468498074","-79.9920893323"
"0049P00079000000","40.4644985296","-79.9584768608"
"0004M00084000000","40.4264391257","-80.0010855958"
"0020N00200000000","40.4454255076","-80.0466298519"
"0001C00167000001","40.4423791118","-80.00539972"
"0163A00011000000","40.4992900302","-80.0157835016"
"0050K00334000000","40.4652917995","-79.9434758461"
"0014L00019000000","40.4186724008","-79.9895097387"
"0088B00162000000","40.4223488071","-79.9265575541"
"0026F00160000000","40.4585825234","-79.9608857197"
"0087C00215000000","40.4320893315","-79.9214578096"
"0086S00192000000","40.4345158135","-79.917454568"
"0023M00012000000","40.4570531973","-80.0036108523"
"0014C00270000000","40.4215430369","-79.9910281692"
"0022L00287000000","40.4554489921","-80.0224430636"
"0088L00004000000","40.4185146708","-79.9243526095"
"0009K00275000000","40.4480653511","-79.9929001745"
"0023L00020000000","40.4570925573","-80.0077195914"
"0029C00348000000","40.4312214231","-79.9541697915"
"0022R00153000000","40.45409161","-80.0222149217"
"0075K00060000000","40.4748309616","-80.0430510996"
"0081E00143000000","40.4784026686","-79.9469975816"
"0080H00078000000","40.4787294594","-79.9523939706"
"0008L00008000000","40.4469552209","-80.0056689847"
"0002F00335000000","40.4382001983","-79.9920330632"
"0051M00015000000","40.4573410281","-79.9363522901"
"0083B00220000000","40.4701156024","-79.9272933806"
"0049A00068000000","40.4714823526","-79.9626951436"
"0063A00276000000","40.4020160817","-80.0486725211"
"0120K00092000000","40.4843564468","-79.9412773766"
"0175G00135000000","40.4490385783","-79.8888621143"
"0081L00055000000","40.4759858179","-79.9394401917"
"0001H00030000000","40.4399201571","-80.0035680945"
"0025G00040000000","40.4585898175","-79.9744385881"
"0047S00335000000","40.462540076","-79.9829660119"
"0107R00001000000","40.4437330406","-80.0878136189"
"0125M00366000000","40.4552504075","-79.9023145543"
"0114D00198000000","40.4898550298","-80.036582758"
"0004C00050000000","40.4311464305","-80.0064101287"
"0049G00222000000","40.4672787218","-79.9534671605"
"0085B00216000000","40.4516848511","-79.927296488"
"0096J00166000000","40.3893566545","-80.015149751"
"0009N00090000000","40.4436185704","-79.9980469403"
"0049N00272000A00","40.4636192684","-79.962035755"
"0001D00190000000","40.4417805111","-80.0007196577"
"0013A00148000000","40.4216741106","-79.9807465377"
"0080K00090000000","40.4767268012","-79.9603895986"
"0035K00008000000","40.4069019652","-80.0280128983"
"0025J00150000000","40.4556956177","-79.9803076315"
"0010P00192000000","40.4440734281","-79.977054418"
"0039D00165000000","40.4310174707","-80.0523181745"
"0018E00075000000","40.4296768888","-80.0479760255"
"0008C00236000500","40.4517047116","-80.0040325032"
"0121J00044000000","40.4857345407","-79.9322914562"
"0115C00217000000","40.4898844174","-80.0224016039"
"0052N00059000000","40.4440308089","-79.9478363646"
"0001D00098000000","40.4422846186","-80.0022731513"
"0004J00262000000","40.4265012364","-80.0129349727"
"0028B00310000000","40.4424544322","-79.9598453087"
"0013D00093000000","40.4220281573","-79.9698172161"
"0025H00108000000","40.4578863342","-79.9681982009"
"0004E00127000000","40.4301116792","-80.012823577"
"0028H00057000000","40.4384570637","-79.9527437254"
"0050M00059000000","40.4662283728","-79.9367310782"
"0025N00218000000","40.4548185721","-79.9790397351"
"0087S00117000000","40.4255756165","-79.9162837469"
"0002J00082000000","40.4376598151","-79.9975390837"
"0002A00275000000","40.4421320291","-79.9955424552"
"0011E00041000000","40.4386476575","-79.9825553613"
"0049G00155000000","40.4680168491","-79.9563778439"
"0083J00210000000","40.4666223591","-79.9298586635"
"0052N00059000000","40.4440308089","-79.9478363646"
"0015E00131000000","40.4195644469","-80.0124251934"
"0070E00185000000","40.4498994083","-80.0794308566"
"0084C00055000000","40.460015708","-79.9231934238"
"0025J00049000000","40.4561914637","-79.9812618033"
"0052B00267000000","40.450732095","-79.9416634622"
"0008J00030000000","40.4461591835","-80.0159089105"
"0081C00062000000","40.4810630989","-79.938287646"
"0171F00075000000","40.4884285327","-79.8922008885"
"0023S00237000000","40.4535100018","-80.0014079454"
"0097C00281000000","40.3943980586","-80.0214161311"
"0050K00102000000","40.4667736619","-79.9431229108"
"0231S00130000000","40.4545641076","-79.8684688395"
"0086G00063000000","40.4401328174","-79.9222374167"
"0002E0005300CU00","40.4396403468","-79.9983361881"
"0016N00169000000","40.41442667","-80.0288213059"
"0050L00334000000","40.464954202","-79.9408934514"
"0049E00022000000","40.4674922942","-79.9654372318"
"0008C00236000300","40.4511081985","-80.0036660227"
"0051P00045000000","40.4552688461","-79.9424782871"
"0023F00340000000","40.4580185669","-80.0093773125"
"0001H00030000000","40.4399201571","-80.0035680945"
"0231S00130000000","40.4545641076","-79.8684688395"
"0083D00152000000","40.4721599471","-79.9176207876"
"0003H00061000000","40.4286720996","-79.9835422762"
"0084F00233000000","40.4585300249","-79.9254395684"
"0001C00167000001","40.4423791118","-80.00539972"
"0053B00050000000","40.4437333149","-79.9424354286"
"0080G00193000000","40.4779999842","-79.9548561684"
"0027M00161000A00","40.4473171519","-79.9513975669"
"0026F00169000000","40.4588404276","-79.9602602993"
"0055J00114000A00","40.4150172885","-79.9480295193"
"0080D00382000000","40.4799247891","-79.9501056429"
"0006P00147000000","40.4345185622","-80.024881446"
"0004F00069000000","40.4286659791","-80.0113849529"
"0046J00250000000","40.4667762416","-80.0136949751"
"0056P00038000000","40.4044917534","-79.9443939924"
"0081M00276000000","40.4757555674","-79.9357351233"
"0029G00292000000","40.4296961561","-79.9537451843"
"0008L00008000000","40.4469552209","-80.0056689847"
"0125B00061000000","40.4619348722","-79.909400245"
"0004A00263000000","40.4314326244","-80.0140148732"
"0088E00182000000","40.4200847461","-79.9323416579"
"0013R00212000000","40.4152066906","-79.9703773929"
"0016D00200000000","40.4229341604","-80.0176689679"
"0055J00114000A00","40.4150172885","-79.9480295193"
"0026D00188000000","40.4602721326","-79.9523830287"
"0001H00030000000","40.4399201571","-80.0035680945"
"0069B00050000000","40.4420203813","-80.0770694053"
"0082N00155000000","40.4733604127","-79.9290798822"
"0023G00302000000","40.4591959657","-80.0075704576"
"0028B00154000000","40.4417116122","-79.9578909752"
"0075C00089000000","40.4800818447","-80.0397497073"
"0055C00313000000","40.4218461535","-79.9373321822"
"0006K00273000000","40.4366477075","-80.0256431315"
"0001H00327000000","40.4391527363","-80.0011725709"
"0085M00057000000","40.4468106852","-79.9196153092"
"0084A00015000000","40.4619914104","-79.9323936492"
"0095L00062000000","40.3882698821","-79.9876352713"
"0082M00247000000","40.4750372667","-79.9179593855"
"0096B00190000000","40.3925034125","-80.0110044713"
"0083N00043000000","40.4644943332","-79.9291401291"
"0048E00245000000","40.4686421822","-79.9801728043"
"0126N00056000000","40.4431190401","-79.9138308982"
"0001P00007000001","40.4341748752","-80.0117176304"
"0126C00269000000","40.4503912472","-79.9057070298"
"0019F00056000000","40.4403859065","-80.0428134875"
"0014R00078000000","40.4158122696","-79.9883178499"
"0028B00310000000","40.4424544322","-79.9598453087"
"0232A00078000000","40.4508400465","-79.8817582404"
"0139D00102000000","40.3845169053","-80.0035763985"
"0063F00090000A00","40.3998346817","-80.043250561"
"0048J00099000000","40.4660787955","-79.9822150131"
"0001D00012000000","40.4418955326","-80.0034461455"
"0003H00155000000","40.4292376429","-79.9850981286"
"0024P00268000000","40.4533082956","-79.9915511953"
"0049P00385000000","40.4625329419","-79.9605859591"
"0026N00205000000","40.4549823843","-79.9638803543"
"0045N00222000000","40.4634419584","-80.0309097158"
"0082F00300000000","40.4791609584","-79.9249054306"
"0096G00246000000","40.3918089314","-80.0042664967"
"0084G00258000000","40.4587972853","-79.9211060768"
"0171F00019000000","40.4871226119","-79.8928229029"
"0026E00238000000","40.4586210101","-79.9630960381"
"0002J00104000000","40.438133723","-79.9988191547"
"0097G00157000000","40.3915125","-80.0237560291"
"0039C00086000000","40.4331704872","-80.0540662387"
"0045B00073000000","40.4696430844","-80.0283729246"
"0042P00207000000","40.4532920925","-80.0611580913"
"0085S00236000000","40.4432296478","-79.9170256772"
"0012E00098000000","40.4304638518","-79.9813156689"
"0056N00246000000","40.4062279867","-79.9473609097"
"0138F00232000000","40.3819239187","-79.9929686377"
"0053B00050000000","40.4437333149","-79.9424354286"
"0055F00222000000","40.419286964","-79.9413229699"
"0008J00030000000","40.4461591835","-80.0159089105"
"0046N00351000000","40.4630318903","-80.0145832838"
"0014A00141000000","40.4228733082","-79.9978026362"
"0062G00214000000","40.4003353034","-80.0218551854"
"0002A00183000000","40.4424912314","-79.9966981743"
"0049R00083000000","40.4647367917","-79.9566692026"
"0024C00346000000","40.4603336111","-79.9873150048"
"0070E00185000000","40.4498994083","-80.0794308566"
"0004G00094000000","40.4295872922","-80.0066630574"
"0029E00015000000","40.4284602373","-79.9662815451"
"0042B00300000000","40.4603794161","-80.0582049547"
"0001C00167000000","40.4408226171","-80.0047064017"
"0085D00008000000","40.450709981","-79.9199662967"
"0052B00308000000","40.4503934472","-79.9446073403"
"0081F00034000000","40.4785744433","-79.9451142268"
"0091J00021000000","40.3879705703","-79.9322431038"
"0083F00202000000","40.468436368","-79.9262283948"
"0001G00239000000","40.4391332671","-80.0062348098"
"0028C00165000000","40.4411941051","-79.9570974125"
"0056K00279000000","40.4085658632","-79.9423092458"
"0002M00050000000","40.436516195","-79.9863105982"
"0086G00234000000","40.439259857","-79.9209439646"
"0002A00292000000","40.4418190542","-79.9957233359"
"0012M00036000000","40.42691662","-79.9682372581"
"0035G00017000000","40.4099849178","-80.0243445655"
"0128S00043000000","40.4250020455","-79.8996301317"
"0050R00067000000","40.4639113583","-79.9383861613"
"0008L00008000000","40.4469552209","-80.0056689847"
"0044G00250000000","40.4676674232","-80.0391830421"
"0007C00004000000","40.452212783","-80.0243365489"
"0050N00005000000","40.4646654826","-79.9486742225"
"0050N00220000000","40.464471867","-79.9468827498"
"0124R00200000000","40.463015016","-79.9053073467"
"0023F00175000000","40.4592631658","-80.008909153"
"0028B00310000000","40.4424544322","-79.9598453087"
"0088A00246000000","40.4235676453","-79.9313564343"
"0010C00100000000","40.4519383135","-79.9709693603"
"0051A00241000000","40.4614048375","-79.9463725557"
"0010M00249000000","40.4456076854","-79.9690789188"
"0052G00013000000","40.4499986764","-79.9405870595"
"0049E00072000000","40.467569877","-79.9648099097"
"0001G00239000000","40.4391332671","-80.0062348098"
"0012H00003000000","40.4285801622","-79.9702190598"
"0049B00175000000","40.4705851757","-79.9606733091"
"0024J00247000000","40.4575194538","-79.9972047563"
"0027S00150000001","40.4347042792","-79.9418489039"
"0175N00190000000","40.4442512964","-79.8974718423"
"0023M00012000000","40.4570531973","-80.0036108523"
"0002D00040000000","40.4428225364","-79.9842798785"
"0011J00207000000","40.4368038968","-79.9802262168"
"0036D00150000000","40.4128561216","-80.0339433912"
"0081D00214000000","40.48140192","-79.9360994087"
"0046A00197000000","40.4707155502","-80.0138675547"
"0055S00147000000","40.4150707047","-79.9346385939"
"0023M00012000000","40.4570531973","-80.0036108523"
"0125J00120000000","40.4562370919","-79.9162070297"
"0085M00356000000","40.4457566938","-79.9177694104"
"0084F00164000000","40.4597678822","-79.924789369"
"0084C00055000000","40.460015708","-79.9231934238"
"0051R00150000000","40.4546013544","-79.9393353302"
"0125J00016000000","40.4571499652","-79.9164755976"
"0049L00164000000","40.4672662675","-79.9545654636"
"0002G00066000000","40.4395909213","-79.9890695088"
"0121K00298000000","40.4846170403","-79.925178885"
"0171E00150000000","40.489323592","-79.8959557388"
"0128J00300000000","40.4283653414","-79.9144966283"
"0174F00057000000","40.4598766106","-79.894726987"
"0083N00043000000","40.4644943332","-79.9291401291"
"0003E00150000000","40.4304363882","-79.9964759922"
"0119S00096000000","40.4831049785","-79.9503015727"
"0083K00277000000","40.4656476383","-79.9253310064"
"0006M00102000000","40.4364934361","-80.0178230229"
"0062S00036000000","40.3953927975","-80.0201622821"
"0025F00290000000","40.459215123","-79.9765905494"
"0002F00292000000","40.4387834805","-79.9933499875"
"0022H00027000B00","40.4597490008","-80.0189811956"
"0022C00001000000","40.4622601041","-80.0243720147"
"0054P00029000000","40.425642106","-79.9436280184"
"0002F00335000000","40.4382001983","-79.9920330632"
"0023E00256000B00","40.4581375232","-80.0135619114"
"0040C00248000000","40.442394523","-80.0537126262"
"0051P00208000000","40.4544808669","-79.9413678923"
"0075K00060000000","40.4748309616","-80.0430510996"
"0162R00313000100","40.4927760901","-80.0214305152"
"0049B00178000000","40.4709751352","-79.9604436441"
"0036R00085000000","40.4045335337","-80.0399340529"
"0051C00273000000","40.4621114895","-79.9372017487"
"0002A00292000000","40.4418190542","-79.9957233359"
"0002C00450000100","40.4415602968","-79.9914618561"
"0171F00075000000","40.4884285327","-79.8922008885"
"0026D00280000000","40.4608486652","-79.9506614414"
"0049N00294000000","40.4636539446","-79.9630574631"
"0055P00080000000","40.4151786274","-79.9445881226"
"0027L00081000100","40.4459836085","-79.9544823737"
"0050K00356000000","40.4650574166","-79.9417246622"
"0127A00018000000","40.4429570406","-79.9148168521"
"0231P00400000000","40.4531424688","-79.8747342247"
"0051R00150000000","40.4546013544","-79.9393353302"
"0008C00236000500","40.4517047116","-80.0040325032"
"0051E00072000000","40.458821514","-79.9482573226"
"0124G00060000000","40.4697408579","-79.9049960359"
"0001G00239000000","40.4391332671","-80.0062348098"
"0114P00016000000","40.483768476","-80.0448220238"
"0085C00176000000","40.4514190793","-79.9221136128"
"0129C00056000000","40.4217202727","-79.9062556987"
"0026F00104000000","40.4593649886","-79.960109064"
"0027M00207000000","40.4465479744","-79.9499752957"
"0087F00062000000","40.4308095195","-79.9271807157"
"0015F00122000000","40.4206562386","-80.0099120496"
"0114R00038000000","40.4840893274","-80.0394284946"
"0082P00292000000","40.4727321856","-79.9247164661"
"0001H00370000000","40.4389188205","-80.0012560401"
"0060S00087000000","40.3963527934","-79.9851042282"
"0022K00326000000","40.4556864413","-80.0266052882"
"0008K00018000000","40.4456889412","-80.0111939187"
"0097F00051000000","40.3911687606","-80.0250505715"
"0007D00140000000","40.4520226724","-80.017557553"
"0174R00368000000","40.4547083528","-79.8876798704"
"0024P00268000000","40.4533082956","-79.9915511953"
"0006F0000700T100","40.4404444319","-80.0285620953"
"0082R00286000000","40.4740898145","-79.9215820286"
"0062C00090000000","40.4028407732","-80.0226243904"
"0082L00253000000","40.4770411732","-79.9224834807"
"0138E00189000000","40.3804320732","-79.9961887212"
"0008A00127000000","40.4509934481","-80.0151090214"
"0027B00274000000","40.451996574","-79.9618232102"
"0041A00026000000","40.4523915086","-80.0649611727"
"0007B00152000000","40.4511629128","-80.0251860814"
"0070E00185000000","40.4498994083","-80.0794308566"
"0097B00158000000","40.3925303567","-80.0263522157"
"0002C00420000000","40.4420584444","-79.9897311309"
"0080P00227000000","40.4738964547","-79.9592829382"
"0002K00154000000","40.435930282","-79.9930705917"
"0014R00216000000","40.4141765804","-79.9899116626"
"0006S00118000000","40.4350416056","-80.0182586917"
"0075H00314000000","40.4786019106","-80.0329116293"
"0029E00015000000","40.4284602373","-79.9662815451"
"0008K0003500CU00","40.4468125532","-80.0078391553"
"0022P00314000000","40.4529755849","-80.0253453487"
"0095P00031000000","40.3869537114","-79.9945966006"
"0001D00080000000","40.4425408067","-80.0008583407"
"0001D00012000000","40.4418955326","-80.0034461455"
"0046B00073000002","40.4715142497","-80.0084470727"
"0053B00100000000","40.4417684612","-79.94390358"
"0171F00019000000","40.4871226119","-79.8928229029"
"0126L00259000000","40.4462518605","-79.9072415323"
"0029J00140000000","40.4271731068","-79.966442558"
"0063C00034000000","40.4032375034","-80.0400802571"
"0076A00163000000","40.4805145438","-80.0299917097"
"0008C00236000300","40.4511081985","-80.0036660227"
"0052S00202000000","40.4437746068","-79.9355741391"
"0080G00184000000","40.4784706878","-79.9553417438"
"0008K00035000000","40.4468565587","-80.0080661064"
"0051R00150000000","40.4546013544","-79.9393353302"
"0051N00158000000","40.4538299764","-79.9487710619"
"0012K00290000000","40.4265120796","-79.9771759533"
"0081E00141000000","40.4783520147","-79.9470809505"
"0039D00165000000","40.4310174707","-80.0523181745"
"0049S00015000000","40.4642444321","-79.9529074439"
"0060L00317000000","40.3981016178","-79.9875650947"
"0014D00233000000","40.4221469925","-79.9838208348"
"0049C00154000000","40.4716007853","-79.9576793107"
"0050K00284000000","40.4656150593","-79.9433910871"
"0084C00100000000","40.46075395","-79.9210860992"
"0049N00294000000","40.4636539446","-79.9630574631"
"0055M00167000000","40.418310619","-79.9344961146"
"0023N00144000000","40.4535856526","-80.0156443614"
"0055J00114000000","40.4159064666","-79.9484456346"
"0002J00104000000","40.438133723","-79.9988191547"
"0055D00017000000","40.4234786176","-79.9360533999"
"0028F00322000000","40.4396582241","-79.9586741342"
"0010J00256000000","40.4469067753","-79.9810249117"
"0006P00147000000","40.4345185622","-80.024881446"
"0009N00101000000","40.443798506","-79.9971695681"
"0070E00185000000","40.4498994083","-80.0794308566"
"0171F00075000000","40.4884285327","-79.8922008885"
"0027R00138000000","40.4449529834","-79.9545854881"
"0001R00110000000","40.4334212451","-80.0037980294"
"0082H00001000002","40.4849621069","-79.9179362353"
"0062K00055000000","40.3990290682","-80.0278714813"
"0049A00320000000","40.4715772592","-79.9649018541"
"0028G00110000100","40.4402723154","-79.9574437159"
"0231S00130000000","40.4545641076","-79.8684688395"
"0023E00262000000","40.4578059523","-80.0134549933"
"0075M00150000000","40.4760525106","-80.0347680841"
"0012L00137000000","40.4268029274","-79.9724062764"
"0056K00311000000","40.4084526613","-79.9413742612"
"0001G00217000000","40.4383990355","-80.0043482261"
"0003G00250000000","40.4307329221","-79.9903929378"
"0028J00191000000","40.4362444225","-79.9649851287"
"0014A00316000000","40.4224895974","-79.9955989876"
"0023B00124000000","40.4605596246","-80.0111776957"
"0127P00080000000","40.4344924969","-79.909679906"
"0054N00221000000","40.4242387848","-79.9455768772"
"0052D00153000000","40.4513189868","-79.9351978096"
"0028F00010000000","40.440755797","-79.9619118319"
"0003E00091000000","40.4296427641","-79.9970190935"
"0085J00066000000","40.4475480077","-79.9290696656"
"0126L00200000000","40.4466790381","-79.9064160926"
"0062R00253000000","40.3966744982","-80.0205709114"
"0001M00116000000","40.4375032926","-80.0007683174"
"0022L00018000000","40.4572963188","-80.0235873798"
"0080H00297000000","40.4782502887","-79.9495897357"
"0041E00088000000","40.4496247897","-80.0623007936"
"0051A00241000000","40.4614048375","-79.9463725557"
"0009N00239000000","40.4448811619","-79.9981751649"
"0002A00047000000","40.4424120532","-79.9973377542"
"0040L00340000000","40.4360436865","-80.0536238497"
"0087H00026000000","40.4306739606","-79.9183439469"
"0002P00300000000","40.4346430496","-79.9934940382"
"0001D00012000000","40.4418955326","-80.0034461455"
"0015D00087000B00","40.4219119808","-80.0019044314"
"0095F00056000000","40.3904973839","-79.9945688842"
"0084B00200000000","40.4616242251","-79.9267939223"
"0127A00158000000","40.4414081798","-79.9154422366"
"0002J00104000000","40.438133723","-79.9988191547"
"0083P00165000000","40.4636755539","-79.9267198886"
"0019P00204000000","40.4335375387","-80.0420483398"
"0009H00003000000","40.4493909979","-79.9870684689"
"0009R00194000000","40.4444600323","-79.9890657746"
"0126H00260000000","40.4495875249","-79.9001737348"
"0085B00002000000","40.4504064129","-79.9252838828"
"0097H00270000000","40.3902433108","-80.0195680908"
"0082P00067000000","40.4742588472","-79.9277751829"
"0023R00080000000","40.4547336587","-80.0042249117"
"0080H00159000000","40.4789667316","-79.9511449295"
"0026H00231000000","40.4595790549","-79.9502367441"
"0002H00036000000","40.438263794","-79.9838714065"
"0124A00068000000","40.470459271","-79.9123834033"
"0056L00282000000","40.4086389714","-79.939356804"
"0087N00187000000","40.4258530127","-79.9327253326"
"0035P00005000000","40.4061560086","-80.0282819766"
"0035R00339000000","40.4052625844","-80.0208384231"
"0061J00010000000","40.3983889335","-80.0161379414"
"0012S00083000000","40.4255106206","-79.9676838135"
"0054R00048000000","40.4248429617","-79.9401003683"
"0049B00146000000","40.4703600073","-79.9611019978"
"0084H00195000000","40.4580214894","-79.9174417848"
"0176N00183000000","40.4351076499","-79.897725077"
"0171G00047000000","40.487941063","-79.8873663204"
"0049L00180000000","40.4670256836","-79.9545069823"
"0023A00117000000","40.4613987242","-80.0153189329"
"0060S00247000000","40.3953106132","-79.9855498267"
"0014P00218000000","40.4144686172","-79.9942916389"
"0123N00010000000","40.4746197844","-79.9155675787"
"0125R00182000000","40.4539733792","-79.9048071671"
"0082R00129000000","40.4723673977","-79.9221980059"
"0051A00241000000","40.4614048375","-79.9463725557"
"0075D00258000000","40.4800774146","-80.0331752345"
"0184P00064000000","40.3656542105","-79.9104654045"
"0025K00205000000","40.4573148323","-79.9754906449"
"0050N00222000000","40.4643574147","-79.9468988789"
"0126K00227000000","40.4466580529","-79.9095086791"
"0051P00208000000","40.4544808669","-79.9413678923"
"0083F00015000000","40.4679791472","-79.9282744141"
"0002F00250000000","40.439597754","-79.9948425608"
"0175H00028000000","40.4482633666","-79.885373944"
"0004L00285000000","40.4260145812","-80.0047540349"
"0083G00003000000","40.4696070498","-79.9243920456"
"0049E00132000000","40.4695679428","-79.9653329962"
"0084L00154000000","40.4561096744","-79.9211140915"
"0010H00335000000","40.4497676667","-79.9691663949"
"0022D00216000A00","40.4619196157","-80.0186888219"
"0023E00142000000","40.4588006355","-80.0134247514"
"0049B00228000000","40.4711306399","-79.9597119656"
"0002F00220000001","40.4398189233","-79.9950543043"
"0126M00104000000","40.4466031139","-79.9022948604"
"0011J00069000F00","40.4376904546","-79.9816654428"
"0052A00132000000","40.451739038","-79.9472614185"
"0001D00012000000","40.4418955326","-80.0034461455"
"0062R00175000000","40.3947353982","-80.02083706"
"0094B00160000000","40.3936277537","-79.9764693566"
"0133P00079000000","40.3753207465","-79.9118816576"
"0002D00089000000","40.4424793742","-79.9845148641"
